imageid,url,pitch,yaw,roll,manual_pitch,manual_yaw,object_id,object_title,object_classification,object_department,object_division,object_artist,object_century,object_datebegin,object_culture,object_provenance,object_dimensions,object_medium,object_technique,object_accessionyear
57315,"https://ids.lib.harvard.edu/ids/iiif/17811007/321,137,1169,1559/full/0/native.jpg",-7,25,-3,0,-2,295806,"M. de La Chapelle, Seigneur de Sourot",Drawings,Department of Drawings,European and American Art,François Quesnel,16th-17th century,0,French,"Brisacier, Paris; Boisjourdain, Paris; Fevret de Fontelle, Paris; Sir Francis Douse, London; Germain Seligman, Paris; Therese Kuhn Straus, New York, gift; to Fogg Art Museum, 1978, inv. no. 1978.13",33 x 23.3 cm (13 x 9 3/16 in.),"Colored chalks on cream antique laid paper, laid down on cream wove paper, with cream antique laid paper strips adhered to face",NA,1978
34488,"https://ids.lib.harvard.edu/ids/iiif/17816825/107,125,525,700/full/0/native.jpg",8,18,9,0,0,230024,"A Venetian Woman in a Scarlet Shawl (""Gigia Viani"")",Paintings,"Department of American Paintings, Sculpture & Decorative Arts",European and American Art,John Singer Sargent,19th century,1880,American,"Possibly given by the artist to George Henry Boughton; his widow, Mrs. Boughton; her sale, Christie's, London, June 9, 1906, lot 90, titled \Head of a Girl with Red Shawl.\""; Fifth Avenue Galleries, New York; purchased from them by B. A. Collins, 1906; Leicester Galleries, London; purchased from them by Burton Mansfield, New Haven, 1907; his sale, Anderson Galleries, New York (through American A",35.6 x 27.6 cm (14 x 10 7/8 in.),Oil on canvas,NA,1943
22211,"https://ids.lib.harvard.edu/ids/iiif/17816827/165,102,324,432/full/0/native.jpg",-6,26,6,0,-4,228362,John Ruskin (1819-1900),Paintings,"Department of American Paintings, Sculpture & Decorative Arts",European and American Art,Charles Herbert Moore,19th century,1871,American,"Charles Eliot Norton, Cambridge, MA; bequest to his daughters Elizabeth and Sara Norton, 1908; Goodspeed Books, Boston; purchased by Paul J. Sachs, Cambridge, MA, 1919.",54.6 x 38.1 cm (21 1/2 x 15 in.)\r\nframed: 72.4 x 55.9 x 4.5 cm (28 1/2 x 22 x 1 3/4 in.),Oil on canvas,NA,1965
85174,"https://ids.lib.harvard.edu/ids/iiif/17816842/127,103,361,481/full/0/native.jpg",-4,-17,-1,6,-24,230617,Old Man with a White Beard,Paintings,"Department of American Paintings, Sculpture & Decorative Arts",European and American Art,John Singer Sargent,19th century,1891,American,"To the artist's sisters, Violet (Mrs. Francis) Ormond and Emily Sargent, at his death, 1925; gift of Mrs. Ormond to the Fogg Art Museum, 1937.\r\n",79 x 51 cm (31 1/8 x 20 1/16 in.),Oil on canvas,NA,1937
23412,"https://ids.lib.harvard.edu/ids/iiif/13369176/274,153,233,311/full/0/native.jpg",-11,5,-5,2,2,305378,Unidentified Woman from the Cotting Family (Ruth Stetson Thompson Cotting?),Paintings,Harvard University Portrait Collection,European and American Art,Elizabeth Welles Perkins,19th century,1889,American,NA,50.8 x 35.6 cm (20 x 14 in.)\r\nframed: 81.6 x 66.4 x 17.8 cm (32 1/8 x 26 1/8 x 7 in.),Oil on canvas mounted onto masonite,NA,NA
16696,"https://ids.lib.harvard.edu/ids/iiif/17386290/150,118,463,617/full/0/native.jpg",4,-5,0,0,0,297764,Portrait of Jeanne Granier,Drawings,Department of Drawings,European and American Art,Henri de Toulouse-Lautrec,19th century,1897,French,"Maurice Joyant; Jacques Seligmann and Co., acquired from them by Grenville L. Winthrop, May 1935 ($3,000, as a portrait of Jane Avril); his bequest to the Fogg Art Museum, 1943.",47.8 x 32.6 cm (18 13/16 x 12 13/16 in.),Red chalk on blue modern laid paper,NA,1943
19909,"https://ids.lib.harvard.edu/ids/iiif/17386374/230,69,260,347/full/0/native.jpg",-12,15,3,0,0,176857,John Langeloth Loeb (1902-1996) and Frances Lehman Loeb (1906-1996),Paintings,Harvard University Portrait Collection,Modern and Contemporary Art,Ming Qin,21st century,2000,Canadian,NA,115.2 x 103 cm (45 3/8 x 40 9/16 in.)\r\nframed: 139.8 x 125 x 5.7 cm (55 1/16 x 49 3/16 x 2 1/4 in.),Oil on canvas,NA,NA
19909,"https://ids.lib.harvard.edu/ids/iiif/17386374/467,167,225,300/full/0/native.jpg",-10,-12,-13,0,-4,176857,John Langeloth Loeb (1902-1996) and Frances Lehman Loeb (1906-1996),Paintings,Harvard University Portrait Collection,Modern and Contemporary Art,Ming Qin,21st century,2000,Canadian,NA,115.2 x 103 cm (45 3/8 x 40 9/16 in.)\r\nframed: 139.8 x 125 x 5.7 cm (55 1/16 x 49 3/16 x 2 1/4 in.),Oil on canvas,NA,NA
42359,"https://ids.lib.harvard.edu/ids/iiif/17386488/303,89,334,445/full/0/native.jpg",-4,-88,1,0,-72,304936,Johann Gaspar Spurzheim (1776-1832),Paintings,Harvard University Portrait Collection,European and American Art,Alvan Fisher,19th century,1833,American,"Gift of The Boston Phrenological Society, 1840.",92.2 x 72 cm (36 5/16 x 28 3/8 in.)\r\nframed: 114.9 x 94.6 x 7.6 cm (45 1/4 x 37 1/4 x 3 in.),Oil on canvas,NA,NA
52827,"https://ids.lib.harvard.edu/ids/iiif/17386549/702,188,341,455/full/0/native.jpg",-7,12,-2,2,2,229867,Joseph-Antoine de Nogent,Paintings,"Department of Paintings, Sculpture & Decorative Arts",European and American Art,Jean-Auguste-Dominique Ingres,19th century,1815,French,"Jean-Auguste-Dominique Ingres, 1815; to the sitter, Joseph-Antoine de Nogent, bequest; to Jean-Joseph Fournier (until some time between 1861-1878) bequest; to his son , Fiorillo-del-Florido-Henri-Edmond Fournier (until December 1895) bequest; to  Baron Joseph Vitta (1895-1935) sold; [through Martin Birnbaum] (1935); to Grenville L. Winthrop (1935-1943) bequest; to Fogg Art Museum (1943.)\r\n\r\nN	46.99 x 33.34 cm (18 1/2 x 13 1/8 in.)""",Oil on panel,NA,1943,NA
16802,"https://ids.lib.harvard.edu/ids/iiif/17386589/568,424,1080,1440/full/0/native.jpg",-6,-7,-4,0,0,230446,Napoléon-François-Charles-Joseph Bonaparte,Paintings,"Department of Paintings, Sculpture & Decorative Arts",European and American Art,Thomas Lawrence,19th century,1818,British,"Samuel Woodburn, London, England (by 1833). Duc de Bassano, (by 1896); to his daughter, the Princesse de Bassano, sold; [through Martin Birnbaum]; to Grenville L. Winthrop (1938-1943) bequest; to Fogg Art Museum, 1943.\r\n\r\nNotes: \r\nS. Woodburn lent the painting to the British Institute exhibition in 1833.\r\nAug. 1896 \The Century Magazine\"" gives the owner as the Marquis de Bassano.""",57.8 x 48.6 cm (22 3/4 x 19 1/8 in.)\r\nframed: 78 x 69 cm (30 11/16 x 27 3/16 in.),Oil on canvas,NA,1943
52839,"https://ids.lib.harvard.edu/ids/iiif/17386593/290,87,1401,1868/full/0/native.jpg",4,-10,7,0,0,230072,Self-Portrait,Paintings,"Department of Paintings, Sculpture & Decorative Arts",European and American Art,Ignace-Henri-Jean-Théodore Fantin-Latour,19th century,1860,French,"Arsène Alexandre, Paris; [his sale, Galerie Georges Petit, 1903, no. 27];  \r\nMme Victor Klotz, Paris; [through Martin  Birnbaum, 1934] sold; to Grenville L. WInthrop, bequest; to Fogg Art Museum, 1943.\r\n\r\nNotes: Sold for Fr 6.000 at Alexandre sale, Fr 40.000 ($2649.50) from Mme Klotz.",54.3 x 42.9 cm (21 3/8 x 16 7/8 in.)\r\nframed: 74.5 x 61.5 cm (29 5/16 x 24 3/16 in.),Oil on canvas,NA,1943
19994,"https://ids.lib.harvard.edu/ids/iiif/17386653/633,410,705,940/full/0/native.jpg",1,2,0,0,0,303561,"Jeanne-Antoinette Poisson, Marquise de Pompadour",Paintings,"Department of Paintings, Sculpture & Decorative Arts",European and American Art,François Boucher,18th century,1750,French,"Jeanne-Antoinette Poisson, Marquise de Pompadour, gift; to her brother, M de Vandières, later the Marquis de Marigny (by 1781). [Anonymous sale, Maciet and Haro, March 15, 1875,  lot 11].  Baron Salomon Albert Anselm de Rothschild, Vienna, (c. 1920s), by descent; to his son Baron Louis de Rothschild, Vienna, sold; through [Wildenstein & Co., Paris]; to Baron Maurice de Rothschild, Pregny, Switzer	81.2 × 64.9 cm (31 15/16 × 25 9/16 in.)\r\nframe: 99.8 x 84.5 cm (39 5/16 x 33 1/4 in.)""",Oil on canvas,NA,1966,NA
16831,"https://ids.lib.harvard.edu/ids/iiif/17386704/579,407,313,417/full/0/native.jpg",-4,6,1,-4,6,230409,The Young Man and Death,Paintings,"Department of Paintings, Sculpture & Decorative Arts",European and American Art,Gustave Moreau,19th century,1856,French,"Gustave Moreau, solt; to Faivre, 1870. Albert Cahen d'Anvers, Paris, 1889, bequest (?); to his wife, Mme. Cahen d'Anvers, Paris, sold [through Hôtel Drouot, 1920, no. 20]. Comte Roederer, Paris, sold; to Grenville L. Winthrop, New York, Ny, August 1935 [through Martin Birnbaum], gift; to Fogg Art Museum, 1942.",215.9 x 123.2 cm (85 x 48 1/2 in.)\r\nframed: 234.3 x 142.9 x 5.1 cm (92 1/4 x 56 1/4 x 2 in.),Oil on canvas,NA,1942
16831,"https://ids.lib.harvard.edu/ids/iiif/17386704/383,484,248,331/full/0/native.jpg",1,88,19,42,24,230409,The Young Man and Death,Paintings,"Department of Paintings, Sculpture & Decorative Arts",European and American Art,Gustave Moreau,19th century,1856,French,"Gustave Moreau, solt; to Faivre, 1870. Albert Cahen d'Anvers, Paris, 1889, bequest (?); to his wife, Mme. Cahen d'Anvers, Paris, sold [through Hôtel Drouot, 1920, no. 20]. Comte Roederer, Paris, sold; to Grenville L. Winthrop, New York, Ny, August 1935 [through Martin Birnbaum], gift; to Fogg Art Museum, 1942.",215.9 x 123.2 cm (85 x 48 1/2 in.)\r\nframed: 234.3 x 142.9 x 5.1 cm (92 1/4 x 56 1/4 x 2 in.),Oil on canvas,NA,1942
17166,"https://ids.lib.harvard.edu/ids/iiif/17386755/256,197,394,525/full/0/native.jpg",-9,-24,-2,0,0,230198,Portrait of a Man,Paintings,"Department of Paintings, Sculpture & Decorative Arts",European and American Art,Unidentified Artist,18th-19th century,1795,French,"Dr. Gottlieb Friedrich Reber, Lausanne, sold; [to Seligmann et Fils, Paris (1933)], sold [through Jacques Seligmann & Co, New York]; to Grenville L. Winthrop (1935), bequest; to Fogg Art Museum, 1943.\r\n\r\nNotes:\r\nWinthrop paid $26,000",75 x 60.8 cm (29 1/2 x 23 15/16 in.)\r\nframe: 98 x 84 x 8.8 cm (38 9/16 x 33 1/16 x 3 7/16 in.),Oil on canvas,NA,1943
52888,"https://ids.lib.harvard.edu/ids/iiif/17386756/207,68,420,560/full/0/native.jpg",-6,4,0,0,0,230048,Christ Blessing,Paintings,"Department of Paintings, Sculpture & Decorative Arts",European and American Art,William Blake,19th century,1805,British,"Thomas Butts, to son T. Butts Jr..\r\nThomas Butts Jr., from father T. Butts, Sold at Fosters to J. C. Strange, 1853. Object no. 74, then called The Saviour\r\nJ. C. Strange, Purchased at Fosters sale, 1853.\r\nFrancis Harvey, 1865.\r\nJames Jackson Jarves, 1876, to daughter Mrs. Annabel Kerr.\r\nMrs. Annabel Kerr, from father, J. J. Jarves, to husband? Captain Walter R. Kerr.\r\nCaptain Walter R	76.5 x 63.5 cm (30 1/8 x 25 in.)\r\nframed: 99.5 x 86.5 cm (39 3/16 x 34 1/16 in.)""",Tempera on canvas,NA,1943,NA
52889,"https://ids.lib.harvard.edu/ids/iiif/17386758/132,82,525,700/full/0/native.jpg",-3,-12,-1,0,0,230107,Portrait of a Young Man,Paintings,"Department of Paintings, Sculpture & Decorative Arts",European and American Art,Circle of Théodore Géricault,19th century,1817,French,"Laurent, sold [through Château d'Argentan, Orne, commissaire-priseur Edmond Bertho, May 14, 1905, lot 46]; to Otto Ackermann, sold [through Werner Feuz and Martin Birnbaum]; to Grenville L. Winthop, New York, 1936, bequest; to Fogg Art Museum, 1943",60.64 x 51.12 cm (23 7/8 x 20 1/8 in.)\r\nframed: 77.79 x 66.68 x 8.89 cm (30 5/8 x 26 1/4 x 3 1/2 in.),Oil on canvas,NA,1943
52914,"https://ids.lib.harvard.edu/ids/iiif/17387717/54,414,689,610/full/0/native.jpg",4,0,-1,14,0,204069,Head of a Bodhisattva,Sculpture,Department of Asian Art,Asian and Mediterranean Art,NA,6th century,550,Chinese,NA,H. 24.7 x W. 15.1 x Depth.15.2 cm (9 3/4 x 5 15/16 x 6 in.),"White marble; probably from Dingzhou, Hebei province",NA,1943
20062,"https://ids.lib.harvard.edu/ids/iiif/17387767/232,153,289,385/full/0/native.jpg",3,26,-2,6,24,299903,Francis Parkman (1788-1852),Paintings,Harvard University Portrait Collection,European and American Art,Chester Harding,19th century,1827,American,"From the sitter to his daughter, Eliza W. S. Parkman; her bequest to Harvard University, 1906",91.4 x 71.5 cm (36 x 28 1/8 in.)\r\nframed: 121.9 x 101.6 x 10.2 cm (48 x 40 x 4 in.),Oil on canvas,NA,NA
17209,"https://ids.lib.harvard.edu/ids/iiif/17387769/318,131,313,417/full/0/native.jpg",-7,-20,-4,0,0,226571,"Henry Ware, Sr. (1764-1845)",Paintings,Harvard University Portrait Collection,European and American Art,James Frothingham,19th century,1805,American,"Descent through the Ware family to the sitter's granddaughter,  Mary Lee Ware, before 1911; descent through the family to Dorothea Ware Langmaid; gift of her husband, John F. Langmaid; his gift to Harvard College, 1997.",88.9 x 69.9 cm (35 x 27 1/2 in.)\r\nframed: 106.7 x 90.2 x 10.2 cm (42 x 35 1/2 x 4 in.),Oil on wood panel,NA,NA
17219,"https://ids.lib.harvard.edu/ids/iiif/17387808/264,129,328,437/full/0/native.jpg",-2,14,-1,0,0,227549,Portrait of a Man,Paintings,"Department of Paintings, Sculpture & Decorative Arts",European and American Art,Jan Lievens,17th century,1645,Dutch,"Graf Cavens, Brussels. A. Sebright, London.  [Spiller, London, (by 1928 - 1937) consigned); to [Christie's, London, April 9, 1937, lot 96, sold]; to Roland. [de Boer, July 1937, lot 20]. [K. Baumann, Dieren, sold?]; [through Johan Terstegge, Suderwick, 1941, on behalf of]; Wallraf-Richartz Museum, Cologne, (1941-1950) restituted; to the Netherlands, SNK, (1950-?), sold. G. Cramer, Hague. [Weggela	80.65 x 64.45 cm (31 3/4 x 25 3/8 in.)""",Oil on canvas,NA,1972,NA
52944,"https://ids.lib.harvard.edu/ids/iiif/17387817/248,105,424,565/full/0/native.jpg",-21,-1,-1,10,0,308064,Martin Birnbaum (1878-1970),Drawings,Department of Drawings,European and American Art,Albert Edward Sterner,20th century,1915,American,"Gift of the artist to  Martin Birnbaum, 1915; to Grenville L. Winthrop, 1941; his bequest to the Fogg Art Museum, 1943.\r\n",actual: 50.2 x 38.9 cm (19 3/4 x 15 5/16 in.),Black and red crayon on thin off-white wove paper,NA,1943
20463,"https://ids.lib.harvard.edu/ids/iiif/17387838/299,241,233,311/full/0/native.jpg",-3,-16,-15,0,0,299543,Harry Elkins Widener (1885-1912),Paintings,Harvard University Portrait Collection,European and American Art,Gabriel Ferrier,20th century,1913,French,NA,127 x 94 cm (50 x 37 in.)\r\nframed: 126.7 x 157.5 x 12.7 cm (49 7/8 x 62 x 5 in.),Oil on canvas,NA,NA
52950,"https://ids.lib.harvard.edu/ids/iiif/17387839/260,137,208,277/full/0/native.jpg",-3,0,1,0,0,299999,Theodore Roosevelt (1858-1919),Paintings,Harvard University Portrait Collection,European and American Art,George Burroughs Torrey,20th century,1905,American,NA,sight: 140.3 x 90 cm (55 1/4 x 35 7/16 in.),Oil on canvas,NA,NA
493255,"https://ids.lib.harvard.edu/ids/iiif/460069258/989,642,291,388/full/0/native.jpg",-3,5,-1,8,-8,230644,Le Malefice,Paintings,"Department of Paintings, Sculpture & Decorative Arts",European and American Art,Narcisse Virgile Diaz de la Peña,19th century,1875,French,"M. Le Grand, Sold at Hôtel Drouot, Paris, 1902.\r\nGrenville Lindall Winthrop, Purchase from Edward Brandus (dealer), 1903, Gift to Fogg Art Museum, 1939. Winthrop paid $3000\r\n",31.7 x 24.2 cm (12 1/2 x 9 1/2 in.),Oil on cradled panel,NA,1939
493310,"https://ids.lib.harvard.edu/ids/iiif/460104035/861,54,698,931/full/0/native.jpg",-5,-2,-7,0,0,362546,"Kalsang Dorjee, Majnu Ka Tilla Diaries (20)",Photographs,Department of Photographs,Modern and Contemporary Art,Serena Chopra,21st century,2009,Indian,"[sepia EYE, New York], sold; to the Harvard Art Museums, 2018.",sheet: 50.5 × 40.6 cm (19 7/8 × 16 in.)\r\nimage: 30.5 × 30.5 cm (12 × 12 in.),Gelatin silver print,Gelatin silver print,2018
493311,"https://ids.lib.harvard.edu/ids/iiif/460104039/747,0,965,1175/full/0/native.jpg",10,-2,-3,0,0,362545,"Karma Tsetan, Majnu Ka Tilla Diaries (31)",Photographs,Department of Photographs,Modern and Contemporary Art,Serena Chopra,21st century,2009,Indian,"[sepia EYE, New York], sold; to the Harvard Art Museums, 2018.",sheet: 50.5 × 40.6 cm (19 7/8 × 16 in.)\r\nimage: 30.5 × 30.5 cm (12 × 12 in.),Gelatin silver print,Gelatin silver print,2018
493341,"https://ids.lib.harvard.edu/ids/iiif/460106592/655,356,545,727/full/0/native.jpg",-3,-16,-8,6,-14,198572,"Study for Seated Angel at Left, ""Israel and the Law,"" Boston Public Library",Drawings,Department of Drawings,European and American Art,John Singer Sargent,19th-20th century,1895,American,"To the artist's sisters, Violet (Mrs. Francis) Ormond and Emily Sargent, at his death, 1925; gift of Mrs. Ormond to the Fogg Art Museum, 1937.\r\n",63 x 48 cm (24 13/16 x 18 7/8 in.),Charcoal on heavy buff wove paper,NA,1937
493342,"https://ids.lib.harvard.edu/ids/iiif/460106599/863,144,540,720/full/0/native.jpg",-18,-37,-9,10,-25,198573,"Study for Seated Angel at Left, ""Israel and the Law,"" Boston Public Library",Drawings,Department of Drawings,European and American Art,John Singer Sargent,19th-20th century,1895,American,"To the artist's sisters, Violet (Mrs. Francis) Ormond and Emily Sargent, at his death, 1925; gift of Mrs. Ormond to the Fogg Art Museum, 1937.\r\n\r\n",63 x 47.7 cm (24 13/16 x 18 3/4 in.),Charcoal on heavy buff wove paper,NA,1937
493345,"https://ids.lib.harvard.edu/ids/iiif/460106647/838,0,627,575/full/0/native.jpg",11,-12,-11,6,-18,198643,"Study for Seated Angel at Left, ""Israel and the Law,"" Boston Public Library",Drawings,Department of Drawings,European and American Art,John Singer Sargent,19th-20th century,1895,American,"To the artist's sisters, Violet (Mrs. Francis) Ormond and Emily Sargent, at his death, 1925; gift of Mrs. Ormond to the Fogg Art Museum, 1937.\r\n",62 x 46.2 cm (24 7/16 x 18 3/16 in.),Charcoal on blue laid paper,NA,1937
493349,"https://ids.lib.harvard.edu/ids/iiif/460106911/1740,0,482,404/full/0/native.jpg",19,-2,1,-8,-14,198677,"Studies for Seated Angel at Left, ""Israel and the Law,"" Boston Public Library",Drawings,Department of Drawings,European and American Art,John Singer Sargent,19th-20th century,1895,American,"To the artist's sisters, Violet (Mrs. Francis) Ormond and Emily Sargent, at his death, 1925; gift of Mrs. Ormond to the Fogg Art Museum, 1937.\r\n\r\n",47.1 x 61.9 cm (18 9/16 x 24 3/8 in.),Charcoal on blue-beige laid paper,NA,1937
493373,"https://ids.lib.harvard.edu/ids/iiif/460116145/347,125,1043,1391/full/0/native.jpg",12,10,4,6,18,197573,Two Female Heads,Drawings,Department of Drawings,European and American Art,John Singer Sargent,19th-20th century,1895,American,"To the artist's sisters, Violet (Mrs. Francis) Ormond and Emily Sargent, at his death, 1925; gift of Mrs. Ormond to the Fogg Art Museum, 1937.\r\n\r\n",62 x 46.4 cm (24 7/16 x 18 1/4 in.),Charcoal on cream laid paper,NA,1937
493374,"https://ids.lib.harvard.edu/ids/iiif/460116149/293,125,1058,1411/full/0/native.jpg",11,-27,-8,6,-24,196922,Head of a Woman (Beatrice Stuart),Drawings,Department of Drawings,European and American Art,John Singer Sargent,20th century,1898,American,"To the artist's sisters, Violet (Mrs. Francis) Ormond and Emily Sargent, at his death, 1925; gift of Mrs. Ormond to the Fogg Art Museum, 1937.\r\n\r\n",62 x 47 cm (24 7/16 x 18 1/2 in.),Charcoal on cream laid paper,NA,1937
493393,"https://ids.lib.harvard.edu/ids/iiif/460123048/783,0,685,382/full/0/native.jpg",0,5,11,6,24,195526,"Figure Studies with Swords for one of Angels at Right, ""Israel and the Law,"" Boston Public Library",Drawings,Department of Drawings,European and American Art,John Singer Sargent,19th-20th century,1895,American,"To the artist's sisters, Violet (Mrs. Francis) Ormond and Emily Sargent, at his death, 1925; gift of Mrs. Ormond to the Fogg Art Museum, 1937.\r\n\r\n",47.4 x 63 cm (18 11/16 x 24 13/16 in.),Charcoal on off-white laid paper,NA,1937
493479,"https://ids.lib.harvard.edu/ids/iiif/460150338/670,83,584,779/full/0/native.jpg",4,-34,-1,-5,-35,228497,A Roman Hero,Paintings,"Department of Paintings, Sculpture & Decorative Arts",European and American Art,Master of the Walters Stories of Helen,15th century,0,Italian,NA,sight: 97.16 x 81.6 cm (38 1/4 x 32 1/8 in.),Oil on panel,NA,1958
494358,"https://ids.lib.harvard.edu/ids/iiif/460321982/485,252,1106,1475/full/0/native.jpg",-4,13,-1,2,-4,309302,Henry Lee Higginson,Drawings,Department of Drawings,European and American Art,John Singer Sargent,20th century,1911,American,"Alexander Henry Higginson, by descent; to Cecile Higginson Murphy, Boston, gift; to Fogg Art Museum, 1984\r\n",62.4 x 48.2 cm (24 9/16 x 19 in.),Charcoal on off-white laid paper,NA,1984
494625,"https://ids.lib.harvard.edu/ids/iiif/460443529/553,469,495,660/full/0/native.jpg",-10,51,-10,5,30,304876,Edward Stephen Harkness (1874-1940),Paintings,Harvard University Portrait Collection,Modern and Contemporary Art,Frank Owen Salisbury,20th century,1933,American,NA,sight: 157.8 x 127.6 cm (62 1/8 x 50 1/4 in.)\r\nframed: 182.2 x 152.1 x 7 cm (71 3/4 x 59 7/8 x 2 3/4 in.),Oil on canvas,NA,NA
494627,"https://ids.lib.harvard.edu/ids/iiif/460443525/501,148,741,988/full/0/native.jpg",-3,2,0,0,0,305147,Jeremiah Denis Matthias Ford (1873-1958),Paintings,Harvard University Portrait Collection,Modern and Contemporary Art,Vivian Milner Akers,20th century,1934,American,NA,111.8 x 91.4 x 5 cm (44 x 36 x 1 15/16 in.)\r\nframed: 121.3 x 101 x 3.5 cm (47 3/4 x 39 3/4 x 1 3/8 in.),Oil on canvas,NA,NA
495017,"https://ids.lib.harvard.edu/ids/iiif/461413441/634,567,636,848/full/0/native.jpg",-2,20,-3,2,-2,362112,Portrait of Jean-Pierre Gonin,Drawings,Department of Drawings,European and American Art,Jean-Auguste-Dominique Ingres,19th century,1841,French,NA,sight: 26 × 19.2 cm (10 1/4 × 7 9/16 in.)\r\nframe: 50.2 × 43.6 cm (19 3/4 × 17 3/16 in.),Graphite on cream wove paper,NA,NA
495029,"https://ids.lib.harvard.edu/ids/iiif/461414304/533,503,605,807/full/0/native.jpg",2,-23,-5,0,4,98587,Samuel Coleman (1832-1920),Photographs,Department of Photographs,European and American Art,Unidentified Artist,19th century,1860,American?,NA,photograph: 19.5 x 11.8 cm (7 11/16 x 4 5/8 in.)\r\npage: 27.1 x 17.4 cm (10 11/16 x 6 7/8 in.),Albumen silver print mounted on page.,Albumen silver print,1982
495031,"https://ids.lib.harvard.edu/ids/iiif/461414312/450,405,598,797/full/0/native.jpg",0,-20,7,-4,-14,98586,Felix Octavius Carr Darley (1822-1888),Photographs,Department of Photographs,European and American Art,Napoleon Sarony,19th century,1867,American,NA,photograph: 19.4 x 12.3 cm (7 5/8 x 4 13/16 in.)\r\npage: 27.1 x 17.4 cm (10 11/16 x 6 7/8 in.),Albumen silver print mounted on page.,Albumen silver print,1982
495032,"https://ids.lib.harvard.edu/ids/iiif/461414308/429,442,636,848/full/0/native.jpg",-3,-2,4,2,-2,98619,Sanford Robinson Gifford (1823-1880),Photographs,Department of Photographs,European and American Art,? Napoleon Sarony,19th century,1866,American?,NA,photograph: 19.5 x 11.3 cm (7 11/16 x 4 7/16 in.)\r\npage: 27.1 x 17.4 cm (10 11/16 x 6 7/8 in.),Albumen silver print mounted on page.,Albumen silver print,1982
495033,"https://ids.lib.harvard.edu/ids/iiif/461414316/483,613,599,799/full/0/native.jpg",-4,-12,-8,-2,8,98585,Asher Brown Durand (c. 1796-1886),Photographs,Department of Photographs,European and American Art,Unidentified Artist,19th century,1860,Unidentified culture,NA,photograph: 19.5 x 12.2 cm (7 11/16 x 4 13/16 in.)\r\npage: 27.1 x 17.4 cm (10 11/16 x 6 7/8 in.),Albumen silver print mounted on page.,Albumen silver print,1982
495034,"https://ids.lib.harvard.edu/ids/iiif/461414320/542,495,564,752/full/0/native.jpg",-2,9,3,0,0,98588,Thomas Hicks (1823-1890),Photographs,Department of Photographs,European and American Art,Napoleon Sarony,19th century,1866,American,NA,photograph: 19.4 x 12.2 cm (7 5/8 x 4 13/16 in.)\r\npage: 27.1 x 17.4 cm (10 11/16 x 6 7/8 in.),Albumen silver print mounted on page.,Albumen silver print,1982
495040,"https://ids.lib.harvard.edu/ids/iiif/461809866/576,534,476,635/full/0/native.jpg",3,-25,-3,0,-12,98629,John Whetten Ehninger (1827-1889),Photographs,Department of Photographs,European and American Art,Napoleon Sarony,19th century,1867,American,NA,photograph: 19.5 x 12.2 cm (7 11/16 x 4 13/16 in.)\r\n27.1 x 17.4 cm (10 11/16 x 6 7/8 in.),Albumen silver print mounted on page.,Albumen silver print,1982
495041,"https://ids.lib.harvard.edu/ids/iiif/461809941/518,465,590,787/full/0/native.jpg",-5,-3,-1,2,0,98578,William Hart (1823-1894),Photographs,Department of Photographs,European and American Art,Unidentified Artist,19th century,1860,Unidentified culture,NA,photograph: 19.4 x 12.2 cm (7 5/8 x 4 13/16 in.)\r\npage: 27.1 x 17.4 cm (10 11/16 x 6 7/8 in.),Albumen silver print mounted on page.,Albumen silver print,1982
495042,"https://ids.lib.harvard.edu/ids/iiif/461809945/532,460,616,821/full/0/native.jpg",4,20,0,0,0,98617,Henry Peters Gray (1819-1877),Photographs,Department of Photographs,European and American Art,Unidentified Artist,19th century,1860,Unidentified culture,NA,photograph: 19.5 x 12.2 cm (7 11/16 x 4 13/16 in.)\r\npage: 27.1 x 17.4 cm (10 11/16 x 6 7/8 in.),Albumen silver print mounted on page.,Albumen silver print,1982
495043,"https://ids.lib.harvard.edu/ids/iiif/461809953/475,641,560,747/full/0/native.jpg",-14,-18,13,0,-30,98628,John George Brown (1831-1913),Photographs,Department of Photographs,European and American Art,Unidentified Artist,19th century,1860,Unidentified culture,NA,photograph: 13.9 x 10.5 cm (5 1/2 x 4 1/8 in.)\r\npage: 27.1 x 17.4 cm (10 11/16 x 6 7/8 in.),Albumen silver print mounted on page.,Albumen silver print,1982
495044,"https://ids.lib.harvard.edu/ids/iiif/461809949/558,652,527,703/full/0/native.jpg",-1,12,4,0,12,98608,James Henry Beard (1812-1893),Photographs,Department of Photographs,European and American Art,Unidentified Artist,19th century,1860,Unidentified culture,NA,photograph: 19.4 x 12.2 cm (7 5/8 x 4 13/16 in.)\r\npage: 27.1 x 17.4 cm (10 11/16 x 6 7/8 in.),Albumen silver print mounted on page.,Albumen silver print,1982
495046,"https://ids.lib.harvard.edu/ids/iiif/461809965/590,782,410,547/full/0/native.jpg",0,-10,1,0,0,98552,Hiram Powers (1805-1873),Photographs,Department of Photographs,European and American Art,James Wallace Black,19th century,1862,American,NA,photograph: 9 x 5.1 cm (3 9/16 x 2 in.)\r\npage: 27.1 x 17.4 cm (10 11/16 x 6 7/8 in.),Albumen silver print mounted on page.,Albumen silver print,1982
