imageid,url,pitch,yaw,roll,manual_pitch,manual_yaw,object_id,object_title,object_classification,object_department,object_division,object_artist,object_century,object_datebegin,object_culture,object_provenance,object_dimensions,object_medium,object_technique,object_accessionyear
446122,"https://ids.lib.harvard.edu/ids/iiif/400573139/469,780,504,672/full/0/native.jpg",-5,7,-16,-2,8,352002,"New York City, Regine’s",Photographs,Department of Photographs,Modern and Contemporary Art,Larry Fink,20th century,1977,American,"George and Alexandra Stephanopoulos, gift; to Harvard Art Museums, 2014",45.6 x 35.6 cm (17 15/16 x 14 in.)\r\nsheet: 50.4 x 40.4 cm (19 13/16 x 15 7/8 in.),NA,Gelatin silver print,2014
446132,"https://ids.lib.harvard.edu/ids/iiif/400573179/672,366,504,672/full/0/native.jpg",-21,-51,-15,0,-45,350607,Untitled,Photographs,Department of Photographs,Modern and Contemporary Art,Christopher Wilmarth,20th century,1973,American,"Estate of Susan Wilmarth, gift; to the Harvard Art Museums, 2014.",25.4 x 20.3 cm (10 x 8 in.),NA,Gelatin silver print,2014
446134,"https://ids.lib.harvard.edu/ids/iiif/400573187/367,533,524,699/full/0/native.jpg",-17,-52,-18,30,-18,350608,Untitled,Photographs,Department of Photographs,Modern and Contemporary Art,Christopher Wilmarth,20th century,1973,American,"Estate of Susan Wilmarth, gift; to the Harvard Art Museums, 2014.",25.4 x 20.3 cm (10 x 8 in.),NA,Gelatin silver print,2014
446181,"https://ids.lib.harvard.edu/ids/iiif/400573417/833,425,449,599/full/0/native.jpg",5,1,0,0,0,336377,Untitled A,Prints,Department of Prints,Modern and Contemporary Art,Luo Brothers,21st century,2008,Chinese,"[Pace Editions Inc., New York, New York & Ethan Cohen Fine Arts Inc., New York, New York], gift; to Harvard Art Museum, June 2010.",sheet: 101.6 x 83.2 cm (40 x 32 3/4 in.)\r\nimage: 89 x 73.1 cm (35 1/16 x 28 3/4 in.),Digital pigment print with silkscreen varnish on white wove paper,Pigment print,2010
446181,"https://ids.lib.harvard.edu/ids/iiif/400573417/1149,141,404,539/full/0/native.jpg",7,4,0,-2,2,336377,Untitled A,Prints,Department of Prints,Modern and Contemporary Art,Luo Brothers,21st century,2008,Chinese,"[Pace Editions Inc., New York, New York & Ethan Cohen Fine Arts Inc., New York, New York], gift; to Harvard Art Museum, June 2010.",sheet: 101.6 x 83.2 cm (40 x 32 3/4 in.)\r\nimage: 89 x 73.1 cm (35 1/16 x 28 3/4 in.),Digital pigment print with silkscreen varnish on white wove paper,Pigment print,2010
446190,"https://ids.lib.harvard.edu/ids/iiif/400573471/786,398,482,643/full/0/native.jpg",2,0,-1,-2,0,336457,Untitled B,Prints,Department of Prints,Modern and Contemporary Art,Luo Brothers,21st century,2008,Chinese,"[Pace Editions Inc., New York, New York & Ethan Cohen Fine Arts Inc., New York, New York], gift; to Harvard Art Museum, June 2010.",sheet: 101.6 x 83.2 cm (40 x 32 3/4 in.)\r\nimage: 81 x 73.1 cm (31 7/8 x 28 3/4 in.),Digital pigment print with silkscreen varnish on white wove paper,Pigment print,2010
446252,"https://ids.lib.harvard.edu/ids/iiif/400578436/764,373,260,347/full/0/native.jpg",-46,-32,11,30,-36,336471,Untitled (Mao Diptych #3),Prints,Department of Prints,Modern and Contemporary Art,Zhang Dali,21st century,2009,Chinese,"[Pace Editions Inc., New York, New York & Ethan Cohen Fine Arts Inc., New York, New York], gift; to Harvard Art Museum, June 2010.",sheet: 72.6 x 105 cm (28 9/16 x 41 5/16 in.)\r\nimages: 61.2 x 94.7 cm (24 1/8 x 37 5/16 in.),Digital pigment print on white wove paper,Pigment print,2010
446297,"https://ids.lib.harvard.edu/ids/iiif/400588324/1719,647,406,541/full/0/native.jpg",-19,-32,14,-10,-30,337443,Corn Eaters Reunion,Paintings,Department of Modern & Contemporary Art,Modern and Contemporary Art,Louis Monza,20th century,1940,American,"[Vanderwoude Tanenbaum Gallery, New York, NY], sold; to Didi and David Barrett (1985-2011), gift; to the Harvard Art Museums, 2011.",51 x 61.2 cm (20 1/16 x 24 1/8 in.)\r\nframed: 61 x 71.1 cm (24 x 28 in.),Oil on canvas,NA,2011
446297,"https://ids.lib.harvard.edu/ids/iiif/400588324/1265,587,384,512/full/0/native.jpg",-9,21,-11,-6,24,337443,Corn Eaters Reunion,Paintings,Department of Modern & Contemporary Art,Modern and Contemporary Art,Louis Monza,20th century,1940,American,"[Vanderwoude Tanenbaum Gallery, New York, NY], sold; to Didi and David Barrett (1985-2011), gift; to the Harvard Art Museums, 2011.",51 x 61.2 cm (20 1/16 x 24 1/8 in.)\r\nframed: 61 x 71.1 cm (24 x 28 in.),Oil on canvas,NA,2011
446771,"https://ids.lib.harvard.edu/ids/iiif/400595601/996,558,482,643/full/0/native.jpg",15,49,10,0,24,351531,Supreme Court Justice Supports Right To Privacy For Gays And Lesbians,Prints,Department of Prints,Modern and Contemporary Art,Guerrilla Girls,20th century,1992,American,"Guerrilla Girls, sold; to the Harvard Art Museums, 2014.",43.2 x 57.2 cm (17 x 22 1/2 in.),NA,Offset print,2014
446777,"https://ids.lib.harvard.edu/ids/iiif/400595625/1249,657,683,911/full/0/native.jpg",-6,-11,-3,-4,-6,351536,What Do These Men Have In Common?,Prints,Department of Prints,Modern and Contemporary Art,Guerrilla Girls,20th century,1995,American,"Guerrilla Girls, sold; to the Harvard Art Museums, 2014.",45.7 x 58.4 cm (18 x 23 in.),NA,Offset print,2014
446844,"https://ids.lib.harvard.edu/ids/iiif/400780341/1145,130,434,579/full/0/native.jpg",-2,-34,-6,0,-36,337923,Girls in Locker Room,Photographs,Department of Photographs,Modern and Contemporary Art,Christine Osinski,20th century,1990,American,"Christine Osinski, 1990, to; [Gary Schneider and John Erdman, New York] (1990-2011), gift/sale; to Harvard Art Museums, 2011. Note: Printed in collaboration with the artist or the artist's estate and retained by Schneider/Erdman per agreement.",76.2 x 101.6 cm (30 x 40 in.),Gelatin silver print,Gelatin silver print,2011
446857,"https://ids.lib.harvard.edu/ids/iiif/400822064/656,720,1251,1668/full/0/native.jpg",-15,1,-14,-2,-2,337779,Maya,Photographs,Department of Photographs,Modern and Contemporary Art,Alexander Hammid,20th century,1944,American,"Alexander Hammid, 1987, to; [Gary Schneider and John Erdman, New York] (1987-2011), gift/sale; to Harvard Art Museums, 2011. Note: Printed in collaboration with the artist or the artist's estate and retained by Schneider/Erdman per agreement.",19.1 x 19.1 cm (7 1/2 x 7 1/2 in.)\r\nsheet: 25.4 x 20.3 cm (10 x 8 in.),Gelatin silver print,Gelatin silver print,2011
447611,"https://ids.lib.harvard.edu/ids/iiif/400827821/770,60,950,1267/full/0/native.jpg",-3,-17,-5,-6,-36,337787,Maya,Photographs,Department of Photographs,Modern and Contemporary Art,Alexander Hammid,20th century,1942,American,"Alexander Hammid, 1987, to; [Gary Schneider and John Erdman, New York] (1987-2011), gift/sale; to Harvard Art Museums, 2011. Note: Printed in collaboration with the artist or the artist's estate and retained by Schneider/Erdman per agreement.",19.2 x 18.5 cm (7 9/16 x 7 5/16 in.)\r\nsheet: 25.4 x 20.3 cm (10 x 8 in.),Gelatin silver print,Gelatin silver print,2011
449215,"https://ids.lib.harvard.edu/ids/iiif/400898590/1125,206,598,797/full/0/native.jpg",-10,-47,0,0,-36,349579,"The police rushed to the supermarket after a call said a holdup was in progress, and caught a teenager running from the scene.  The store manager said they’d caught the wrong person.  Later, a police check showed he was suspected of the other crimes",Photographs,Department of Photographs,Modern and Contemporary Art,Leonard Freed,20th century,1976,American,"Private collection, gift; to Harvard Art Museums, 2014.",16.2 x 23.6 cm (6 3/8 x 9 5/16 in.)\r\nsheet: 20.3 x 25.4 cm (8 x 10 in.),NA,Gelatin silver print,2014
450152,"https://ids.lib.harvard.edu/ids/iiif/400957444/1274,371,866,1155/full/0/native.jpg",-4,-16,11,0,0,339847,"Benefit, The Museum of Modern Art, New York City",Photographs,Department of Photographs,Modern and Contemporary Art,Larry Fink,20th century,1977,American,"Private collection, gift; to Harvard Art Museums, 2014.",35 x 37 cm (13 3/4 x 14 9/16 in.)\r\nsheet: 50.8 x 40.6 cm (20 x 16 in.),NA,Gelatin silver print,2014
450155,"https://ids.lib.harvard.edu/ids/iiif/400957481/446,25,970,1293/full/0/native.jpg",-12,-11,-1,0,0,349499,Self Portrait,Photographs,Department of Photographs,Modern and Contemporary Art,Ilse Bing,20th century,1935,German,"Private collection, gift; to Harvard Art Museums, 2014.",34.2 x 26.9 cm (13 7/16 x 10 9/16 in.)\r\nsheet: 35.3 x 27.8 cm (13 7/8 x 10 15/16 in.),NA,Gelatin silver print,2014
450508,"https://ids.lib.harvard.edu/ids/iiif/400967892/681,320,430,573/full/0/native.jpg",-10,-19,3,-6,-30,311223,Jean Louis Rodolphe Agassiz (1807-1873),Paintings,Harvard University Portrait Collection,European and American Art,Fritz Züber-Bühler,19th century,1844,Swiss,"Gift of G. R. Agassiz, Max Agassiz, and R. L. Agassiz, 1910.",152.4 x 110.5 cm (60 x 43 1/2 in.)\r\nframed: 184.2 × 137.2 cm (72 1/2 × 54 in.),Oil on canvas,NA,NA
450511,"https://ids.lib.harvard.edu/ids/iiif/400967900/591,208,486,648/full/0/native.jpg",-2,-39,-6,0,0,310951,Alexander Agassiz (1835-1910),Paintings,Harvard University Portrait Collection,European and American Art,Jules-Joseph Lefebvre,20th century,1901,French,"Painted at the request of the Corporation of Harvard College; Gift of members of the Board of Overseers and friends to Harvard University, 1902.",sight: 148.2 x 100.5 cm (58 3/8 x 39 9/16 in.)\r\nFrame: 192.4 x 146.1 cm (75 3/4 x 57 1/2 in.),Oil on canvas,NA,NA
451046,"https://ids.lib.harvard.edu/ids/iiif/401038613/298,145,1199,1599/full/0/native.jpg",1,-59,-1,0,-66,351882,60 litrai coin of Syracuse under Hiketas,Coins,Department of Ancient and Byzantine Art & Numismatics,Asian and Mediterranean Art,Hiketas,3rd century BCE,-287,Greek,"Robert Jameson (Paris). [Jakob Hirsch XIV, Munich, 27 November 1905), lot 234]. [Stack's, New York, 22 February 1989), lot 3]. Robert O. Ebert, North Carolina, (by 2009).  [Gemini Numismatic Auctions V,  6 January 2009, lot 481]. through [CNG Auction 79, Lancaster, PA, 17 September  2014), lot 48], sold; [through B. & H. Kreindler Ancient Coinage, Melville, NY]; to the Harvard Art Museums.",4.27 g,Gold,Struck,2014
451214,"https://ids.lib.harvard.edu/ids/iiif/401041238/634,154,917,1223/full/0/native.jpg",-12,-10,-2,0,0,352034,Young Mechanic,Photographs,Department of Photographs,Modern and Contemporary Art,Danny Lyon,20th century,1967,American,"Susan and Neal Yanofsky, gift; to Harvard Art Museums, 2014.",32.5 x 21.9 cm (12 13/16 x 8 5/8 in.)\r\nsheet: 35.4 x 27.7 cm (13 15/16 x 10 7/8 in.),NA,Gelatin silver print,2014
451280,"https://ids.lib.harvard.edu/ids/iiif/401041559/672,535,546,728/full/0/native.jpg",3,38,1,0,30,352681,George Washington,Prints,Department of Prints,European and American Art,Edward Savage,18th century,1792,American,"[The Old Print Gallery, Washington, DC] sold; to Harvard Art Museums, 2015",plate: 13.2 x 10.8 cm (5 3/16 x 4 1/4 in.)\r\nsheet: 21.8 x 14.9 cm (8 9/16 x 5 7/8 in.)\r\nframed: 48.6 × 38.4 × 3.2 cm (19 1/8 × 15 1/8 × 1 1/4 in.),NA,Stipple engraving,2015
451290,"https://ids.lib.harvard.edu/ids/iiif/401041697/551,321,586,781/full/0/native.jpg",-17,10,-5,8,20,352652,Princess Julia Berlin,Photographs,Busch-Reisinger Museum,Modern and Contemporary Art,Wolfgang Tillmans,21st century,2010,German,"[Andrea Rosen Gallery, New York], sold; to the Harvard Art Museums, 2015.",15 x 10 cm (5 7/8 x 3 15/16 in.),NA,Chromogenic print,2015
451293,"https://ids.lib.harvard.edu/ids/iiif/401041714/565,348,528,704/full/0/native.jpg",-3,-2,-1,-2,-2,352648,Irm Hermann,Photographs,Busch-Reisinger Museum,Modern and Contemporary Art,Wolfgang Tillmans,21st century,2000,German,"[Andrea Rosen Gallery, New York], sold; to the Harvard Art Museums, 2015.",15 x 10 cm (5 15/16 x 3 15/16 in.),NA,Chromogenic print,2015
451297,"https://ids.lib.harvard.edu/ids/iiif/401041725/571,338,534,712/full/0/native.jpg",-1,1,-1,0,2,352635,Irm Hermann,Photographs,Busch-Reisinger Museum,Modern and Contemporary Art,Wolfgang Tillmans,21st century,2000,German,"[Andrea Rosen Gallery, New York], sold; to the Harvard Art Museums, 2015.",15 x 10 cm (5 15/16 x 3 15/16 in.),NA,Chromogenic print,2015
451301,"https://ids.lib.harvard.edu/ids/iiif/401041769/537,315,592,789/full/0/native.jpg",0,5,-4,0,6,352639,Princess Julia Berlin,Photographs,Busch-Reisinger Museum,Modern and Contemporary Art,Wolfgang Tillmans,21st century,2010,German,"[Andrea Rosen Gallery, New York], sold; to the Harvard Art Museums, 2015.",15 x 10 cm (5 7/8 x 3 15/16 in.),NA,Chromogenic print,2015
452670,"https://ids.lib.harvard.edu/ids/iiif/402014786/1499,1198,211,281/full/0/native.jpg",-32,-37,-3,20,-45,228607,The Christ Child with the Infant Saint John the Baptist and Angels,Paintings,"Department of Paintings, Sculpture & Decorative Arts",European and American Art,Frans Snyders,17th century,1615,Flemish,NA,198.1 × 266.7 cm (78 × 105 in.)\r\nframed: 198.1 × 266.7 cm (78 × 105 in.),Oil on canvas,NA,1958
452756,"https://ids.lib.harvard.edu/ids/iiif/402424132/278,424,1088,1451/full/0/native.jpg",-12,-32,6,0,0,351879,Portrait of a Lady,Paintings,"Department of Paintings, Sculpture & Decorative Arts",European and American Art,Unidentified Artist,19th century,1812,French?,"H. Wade White; the Estate of H. Wade White, bequest; to Harvard Art Museums, 2014\r\n\r\n(1) H. Wade White was a former archivist at the Fogg Art Museum.",sight: 5.5 x 3.7 cm (2 3/16 x 1 7/16 in.),Watercolor on ivory,NA,2014
453181,"https://ids.lib.harvard.edu/ids/iiif/403457010/1132,55,832,1109/full/0/native.jpg",6,-18,-9,0,-5,305112,Edward H. Kass  (1917-1990),Paintings,Harvard University Portrait Collection,Modern and Contemporary Art,Philip Gabrielli,20th century,1984,American,NA,76.5 x 90.8 cm (30 1/8 x 35 3/4 in.)\r\nframed: 80.7 x 95.3 x 4.5 cm (31 3/4 x 37 1/2 x 1 3/4 in.),Oil on canvas,NA,NA
453320,"https://ids.lib.harvard.edu/ids/iiif/404567612/833,298,462,616/full/0/native.jpg",-13,20,-11,-2,12,311594,Portrait of Major Foubert,Paintings,"Department of Paintings, Sculpture & Decorative Arts",European and American Art,Thomas Hudson,18th century,0,British,NA,sight: 119.4 x 95.9 cm (47 x 37 3/4 in.)\r\nframed: 134 x 109.2 x 3.5 cm (52 3/4 x 43 x 1 3/8 in.),Oil on canvas,NA,1953
453493,"https://ids.lib.harvard.edu/ids/iiif/404579589/2144,124,406,680/full/0/native.jpg",10,-20,12,-10,-10,339559,"IRA Funeral of Sean Savage, Killed by the SAS in Gibraltar, Milltown Cemetery, Belfast, Northern Ireland",Photographs,Department of Photographs,Modern and Contemporary Art,Gilles Peress,20th century,1971,French,"Gilles Peress; to Eelco Wolf; gift, to Harvard Art Museums, 2011.",image: 60.6 x 91.5 cm (23 7/8 x 36 in.)\r\nsheet: 76 x 101.3 cm (29 15/16 x 39 7/8 in.),NA,Gelatin silver print,2011
453495,"https://ids.lib.harvard.edu/ids/iiif/404579594/274,449,1838,1243/full/0/native.jpg",11,6,3,0,0,339560,"Travelers Children (Tin Lizzy or Gypsies), Glen Road, Belfast, Northern Ireland",Photographs,Department of Photographs,Modern and Contemporary Art,Gilles Peress,20th century,1973,French,"Gilles Peress; to Eelco Wolf; gift, to Harvard Art Museums, 2011.",image: 60.6 x 91.4 cm (23 7/8 x 36 in.)\r\nsheet: 76.2 x 101.5 cm (30 x 39 15/16 in.),NA,Gelatin silver print,2011
453553,"https://ids.lib.harvard.edu/ids/iiif/404720217/794,225,761,1015/full/0/native.jpg",8,10,-4,-2,-4,296250,Mrs. James Arnold,Drawings,Department of Drawings,European and American Art,Narcisse Othon,19th century,1837,French,NA,14.3 x 11.4 cm (5 5/8 x 4 1/2 in.),"Graphite on cream wove card; the surface prepared with a hard, polished white ground; highlights scratched through the graphite with a sharp tool; background shading seems to have been stumped or stippled through a circular honeycomb mesh about 1 mm. in diameter",NA,1965
453554,"https://ids.lib.harvard.edu/ids/iiif/404720221/614,383,709,945/full/0/native.jpg",-6,-24,0,0,0,296131,Portrait of Elizabeth Arnold,Drawings,Department of Drawings,European and American Art,Narcisse Othon,19th century,1837,French,NA,actual: 14.3 x 11.2 cm (5 5/8 x 4 7/16 in.),"Graphite on cream wove card, the surface prepared with a hard, polished white ground; highlights scratched through the graphite with a sharp tool; background shading seems to have been stumped or stippled through a circular honeycomb mesh about 1 mm. in diameter",NA,1965
453566,"https://ids.lib.harvard.edu/ids/iiif/404724908/546,125,672,896/full/0/native.jpg",-19,55,-7,0,54,339902,The University of Mississippi campus when James Meredith tried to register as the first black student there,Photographs,Department of Photographs,Modern and Contemporary Art,Danny Lyon,20th century,1962,American,"Anonymous donor, gift; to Harvard Art Museums, 2012.",22.2 x 32.8 cm (8 3/4 x 12 15/16 in.)\r\nsheet: 27.9 x 35.6 cm (11 x 14 in.),NA,Gelatin silver print,2012
453566,"https://ids.lib.harvard.edu/ids/iiif/404724908/2001,691,438,584/full/0/native.jpg",-3,58,9,0,36,339902,The University of Mississippi campus when James Meredith tried to register as the first black student there,Photographs,Department of Photographs,Modern and Contemporary Art,Danny Lyon,20th century,1962,American,"Anonymous donor, gift; to Harvard Art Museums, 2012.",22.2 x 32.8 cm (8 3/4 x 12 15/16 in.)\r\nsheet: 27.9 x 35.6 cm (11 x 14 in.),NA,Gelatin silver print,2012
453573,"https://ids.lib.harvard.edu/ids/iiif/404724948/1475,1046,480,640/full/0/native.jpg",-4,-40,10,-6,-48,339891,"Ruby Doris Smith, James Forman, Marion Barry, and Sam Shirah at the SNCC Washington conference shortly after Kennedy’s death",Photographs,Department of Photographs,Modern and Contemporary Art,Danny Lyon,20th century,1963,American,"Anonymous donor, gift; to Harvard Art Museums, 2012.",25.7 x 25.5 cm (10 1/8 x 10 1/16 in.)\r\nsheet: 35.6 x 27.9 cm (14 x 11 in.),NA,Gelatin silver print,2012
453577,"https://ids.lib.harvard.edu/ids/iiif/404755910/280,1155,528,704/full/0/native.jpg",29,6,-1,14,0,339911,March on Washington,Photographs,Department of Photographs,Modern and Contemporary Art,Danny Lyon,20th century,1963,American,"Anonymous donor, gift; to Harvard Art Museums, 2012.",46.8 x 31.9 cm (18 7/16 x 12 9/16 in.)\r\nsheet: 50.8 x 40.6 cm (20 x 16 in.),NA,Gelatin silver print,2012
453577,"https://ids.lib.harvard.edu/ids/iiif/404755910/1066,1208,436,581/full/0/native.jpg",0,4,1,14,0,339911,March on Washington,Photographs,Department of Photographs,Modern and Contemporary Art,Danny Lyon,20th century,1963,American,"Anonymous donor, gift; to Harvard Art Museums, 2012.",46.8 x 31.9 cm (18 7/16 x 12 9/16 in.)\r\nsheet: 50.8 x 40.6 cm (20 x 16 in.),NA,Gelatin silver print,2012
